Organisation Code,Name,Address,Contact Telephone Number,Number of patients registered at the GP practice,Latitude,Longitude,GP Patient Number Quintile
G85114,Wells Park Practice,"Wells Park Practice, 1 Wells Park Road, Sydenham, London, SE26 6JQ",020 86992840,10732,51.43050813606914,-0.0633269010657624,4
G85119,Sternhall Lane Surgery,"Sternhall Lane Surgery, 12 Sternhall Lane, Peckham, London, SE15 4NT",020 76393553,13618,51.46677149390579,-0.0674356255891307,5
G85120,Triangle Group Practice,"Triangle Group Practice, 2 Morley Road, East Lewisham, London, SE13 6DQ",020 83187272,11715,51.457946899999996,-0.0116534,5
G85121,Parkview Surgery,"Parkview Surgery, 186 Brownhill Road, Catford, London, SE6 1AT",020 86986566,7145,51.444864016390646,-0.0077327849302437,3
G85123,Binfield Road Surgery,"Binfield Road Surgery, 1 Binfield Road, Kennington, London, SW4 6TB",020 76221424,4948,51.474463,-0.1254355,2
G85124,Bellingham Green Surgery,"The Bellingham Green Surg, 24 Bellingham Green, Catford, London, SE6 3JB",020 86977285,14483,51.4304987,-0.0240287,5
G85125,Park Medical Centre,"Park Medical Centre, 57 Hawkstone Road, London, SE16 2PE",020 72322243,5874,51.49240242137026,-0.0496269251016914,2
G85127,The Corner Surgery,"The Corner Surgery, 99 Coldharbour Lane, East Brixton, London, SE5 9NS",020 72744507,5175,51.469770539861756,-0.0955692667646297,2
G85129,The Deerbrook Surgery,"The Deerbrook Surgery, 216 Norwood Road, London, SE27 9AW",020 30496370,7515,51.43810856,-0.10607256,3
G85130,Mawbey Group Practice,"Mawbey Brough Hlth Ctre, 39 Wilcox Close, London, SW8 2UD",020 74115720,9694,51.4792833933115,-0.1252324521230085,4
G85132,Tessa Jowell GP Surgery,"Tessa Jowell Health Ctr, 72H East Dulwich Grove, London, SE22 8EY",020 81947600,9088,51.45912796364674,-0.0800375320830218,4
G85134,The Lister Primary Care Centre,"Lister Primary Care Ctre, 101 Peckham Road, London, SE15 5LJ",020 30498390,7824,51.47443583882089,-0.0752476685464075,3
G85135,Minet Green Health Practice,"Akerman Health Centre, 60 Patmos Road, London, SW9 6AF",020 30496690,2533,51.47571512303318,-0.105204019883515,1
G85136,Waterloo Health Centre,"Waterloo Health Centre, 5 Lower Marsh, Waterloo, London, SE1 7RJ",020 79284049,9823,51.50032207151183,-0.1134688264322242,4
G85137,Brockwell Park Surgery,"Brockwell Park Surgery, 117 Norwood Road, Norwood, London, SE24 9AE",020 86785400,5912,51.44878591677718,-0.1015410199643796,2
G85138,Albion Street Group Practice,"The Albion Street Hth Ctr, 87 Albion Street, Rotherhithe, London, SE16 7JX",020 30497148,9512,51.50100727879833,-0.0506427623261968,4
G85623,Bermondsey Spa Medical Centre,"Eyot House, 50 Old Jamaica Road, London, SE16 4BL",020 34746000,3569,51.49700605489632,-0.0691536742573191,1
G85632,The Villa Street Medical Centre,"The Villa Street Med Ctr, 47 Villa Street, London, SE17 2EL",020 77037393,4632,51.48657239999999,-0.08825210000000001,2
G85633,Novum Health Partnership,"The Primary Care Centre, Hawstead Road, Lewisham, London, SE6 4JH",020 71387150,1673,51.4495854,-0.018182499999999997,1
G85642,Blackfriars Medical Practice,"Blackfriars Medical Pract, 45 Colombo Street, London, SE1 8EE",020 79286216,2404,51.505363894326436,-0.1057755287748906,1
G85644,The Gardens Surgery,"The Surgery, The Gardens, London, SE22 9QU",020 86934715,11681,51.4606231906106,-0.0669165705108296,5
G85647,The Exchange Surgery,"The Exchange Surgery, 2-8 Gracefield Gardens, Streatham, London, SW16 2ST",020 30494888,12435,51.43257014038855,-0.1278673350850325,5
G85651,The Dulwich Medical Centre,"The Dulwich Medical Ctr, 163-169 Crystal Palace Rd, East Dulwich, London, SE22 9EP",020 86932727,8396,51.45523420558922,-0.0716087034344654,4
G85662,The Streatham Hill Group Practice,"Streatham Hill Group Prac, 6 Leigham Court Road, London, SW16 2PG",020 30495120,9348,51.437315685416145,-0.12640457168865,4
G85673,Springfield Medical Centre,"Springfield Medical Ctr, 110 Union Road, Stockwell, London, SW8 2SH",020 30494600,12467,51.47082507151704,-0.1333544995728576,5
G85674,Grafton Square Surgery,"8B Grafton Square, Clapham, London, SW4 0DE",020 76225642,8776,51.464144075,-0.1397904815300407,4
G85681,The Lordship Lane Surgery,"The Lordship Lane Surgery, 417 Lordship Lane, East Dulwich, London, SE22 8JN",020 86932912,6744,51.44869705410506,-0.0735822831615922,3
G85685,The Nunhead Surgery,"The Nunhead Surgery, 58 Nunhead Grove, Nunhead, London, SE15 3LY",020 76392715,8633,51.46408775128619,-0.0579464286278966,4
G85690,Herne Hill Road Medical Practice,"Herne Hill Road Med Pract, 1-3 Herne Hill Road, London, SE24 0AU",020 77379393,34824,51.465549064267734,-0.1004854240783457,5
G85695,Akerman Medical Practice,"Akerman Health Centre, 60 Patmos Road, London, SW9 6AF",020 30496500,11213,51.47571512303318,-0.105204019883515,4
G85696,Vale Medical Centre,"The Vale Medical Centre, 195-197 Perry Vale, Forest Hill, London, SE23 2JF",020 82917007,11285,51.43546908048258,-0.0436505392723855,4
G85698,Amersham Vale Training Practice,"Suite 5 Waldron Hlth Ctr, Amersham Vale, New Cross, London, SE14 6LD",020 30493600,15053,51.47671793265806,-0.0317017005661363,5
G85705,The New Mill Street Surgery,"New Mill Street Surgery, 1 Wolseley Street, London, SE1 2BP",0207 2521817,6154,51.50070779330196,-0.0711440406056817,3
G85706,The Old Dairy Health Centre,"The Old Dairy Health Ctr, 19B Croxted Road, West Dulwich, London, SE21 8SZ",020 87618070,12995,51.436181,-0.09072310000000001,5
G85708,Dr Curran & Partners,"Clapham Manor Health Ctr., 86 Clapham Manor Street, Clapham, London, SW4 6EB",020 74116866,10002,51.465148416964595,-0.1360336315587164,4
G85711,Deptford Surgery,"Deptford Surgery, 502-504 New Cross Road, Deptford, London, SE14 6TJ",020 86941331,6199,51.474912694999894,-0.027273170468731,3
G85715,The Lister Practice,"101 Peckham Road,  London, SE15 5LJ",020 34745570,28409,51.47443583882089,-0.0752476685464075,5
G85716,Oakview Family Practice,"Oakview Family Practice, 190 Shroffold Road, Downham, Bromley, Kent, BR1 5NJ",020 86956677,17288,51.42982819287422,0.0070204869363839,5
G85721,301 East Street Surgery,"301 East Street, Walworth, London, SE17 2SX",020 77034550,10117,51.490129093392895,-0.0824518344613936,4
G85722,Woodlands Health Centre,"Woodlands Health Centre, 4 Edwin Hall Place, London, SE13 6RN",020 86986664,6144,51.449858390919246,-0.0058170801781972,3
G85724,Edith Cavell Practice,"At Medics, 41 A-C Streatham Hill, London, SW2 4TP",020 30495900,6645,51.44126184118232,-0.1246170799548901,3
G85726,St Giles Surgery Dr Patel,"St.Giles Surgery, 40 St.Giles Road, Camberwell, London, SE5 7RF",020 72525145,7623,51.47454601463093,-0.0841709940052109,3
G85727,Nightingale Surgery,"Nightingale Surgery, Lee Hlth Ctr, 2 Handen Rd, London, SE12 8NP",020 30492180,11084,51.45278217055989,0.0099126099580524,4
G85736,Deptford Medical Centre,"Deptford Medical Centre, 2 Pearson'S Avenue, New Cross, London, SE14 6TG",020 86920033,4167,51.474534644128724,-0.0270899387018858,2
H83001,Portland Medical Centre,"Portland Medical Centre, 184 Portland Road, South Norwood, London, SE25 4QB",020 86621233,21823,51.39312716872082,-0.0670762207973363,5
H83004,The Farley Road Medical Practice,"53 Farley Road, Selsdon, South Croydon, Surrey, CR2 7NG",020 86511222,3715,51.34580368872203,-0.0664980469098277,1
H83005,Upper Norwood Group Practice,"Chaucer House, 130 Church Road, Upper Norwood, London, SE19 2NT",020 87716050,7353,51.4133075602248,-0.08481962506235,3
H83006,New Addington Group Practice,"Parkway Health Centre, Parkway, New Addington, Croydon, Surrey, CR0 0JA",01689 808810,3028,51.34339470000001,-0.018263400000000003,1
H83007,Violet Lane Medical Practice,"Violet Lane Med/Practice, 231 Violet Lane, Croydon, Surrey, CR0 4HN",020 86880333,1950,51.360365806349286,-0.1079715770033417,1
H83008,The Addiscombe Surgery,"395A Addiscombe Road, Croydon, Surrey, CR0 7LJ",020 86542200,3987,51.3764716,-0.0603943,1
H83009,Norbury Health Centre (02),"Norbury Health Centre, 2B Pollards Hill North, Norbury, London, SW16 4NL",020 86796591,3119,51.40450538291086,-0.12271363197087301,1
H83010,South Norwood Hill Medical Centre,"South Norwood Hill Med/Ct, 103A South Norwood Hill, London, SE25 6BY",020 87710742,29879,51.403169491997254,-0.0807717942361478,5
H83011,North Croydon Medical Centre,"North Croydon Medical Ctr, 518 London Road, Thornton Heath, Surrey, CR7 7HQ",0844 4773485,9772,51.387925872710106,-0.1110554701462526,4
H83012,St. James'S Medical Centre,"St.James'S Medical Centre, 189A St.James'S Road, Croydon, Surrey, CR0 2BZ",020 86845353,17101,51.38177661250001,-0.0929878874999999,5
H83013,Old Coulsdon Medical Practice,"Old Coulsdon Med Practice, 2A Court Avenue, Old Coulsdon, Surrey, CR5 1HF",01737 558288,9146,51.30677984,-0.11838348,4
H83014,Queenhill Medical Practice,"Queenhill Medical Prac, 31 Queenhill Road,Selsdon, South Croydon, Surrey, CR2 8DU",020 86511141,7365,51.344990173483716,-0.0667907543705364,3
H83015,Parkside Group Practice,"Parkside Group Practice, 27 Wyche Grove, South Croydon, Surrey, CR2 6EX",020 86802588,8187,51.350700700000004,-0.0979964,3
H83016,Keston Medical Practice,"Purley War Memorial Hosp, 856 Brighton Road, Purley, Surrey, CR8 2YL",020 86608292,4531,51.340451613757104,-0.1146478495952515,2
H83017,Brigstock & South Norwood Partnership,"141 Brigstock Road, Thornton Heath, Surrey, CR7 7JN",020 86840033,7052,51.395136444952726,-0.10882621487765301,3
H83018,Selsdon Park Medical Practice,"Selsdon Park Med.Practice, 97 Addington Rd, Selsdon, South Croydon, Surrey, CR2 8LG",020 86570067,7602,51.34240858227742,-0.064573311739737,3
H83019,Friends Road Medical Practice,"Friends Road Med/Pract, 49 Friends Road, Croydon, Surrey, CR0 1ED",020 86880532,14695,51.37112439999999,-0.0947884,5
H83020,Eversley Medical Centre,"Eversley Medical Centre, 501 London Road, Thornton Heath, Surrey, CR7 6AR",020 86841172,8308,51.38851369962178,-0.1119130716256086,3
H83021,London Road Medical Practice,"London Road Medical Pract, 515 London Road, Thornton Heath, Surrey, CR7 6AR",020 82399002,7444,51.38851369962178,-0.1119130716256086,3
H83022,Thornton Heath Health Centre,"Thornton Heath Health Ctr, 61A Gillett Road, Thornton Heath, Surrey, CR7 8RL",020 86641590,56734,51.39774503094076,-0.0960934205148494,5
H83023,Morland Road Surgery,"1 Morland Road, East Croydon, Surrey, CR0 6HA",020 86880434,7221,51.38197091534372,-0.0833544964033649,3
H83024,Woodcote Medical,"Woodcote Medical, 32 Foxley Lane, Purley, Surrey, CR8 3EE",020 87635620,8514,51.34121145,-0.12421555,4
H83028,Addington Medical Practice,"Parkway, New Addington, Croydon, Surrey, CR0 0JA",01689 849993,8416,51.34339470000001,-0.018263400000000003,4
H83029,Hartland Way Surgery,"1 Hartland Way, Shirley, Croydon, Surrey, CR0 8RG",020 87777215,6540,51.374371818939885,-0.0457821808356859,3
H83030,Broom Road Medical Practice,"23 Broom Road, Shirley, Croydon, Surrey, CR0 8NG",020 87775511,3741,51.369702933042404,-0.0302152704188462,1
H83031,The Haling Park Partnership,"96 Brighton Road, South Croydon, Surrey, CR2 6AD",020 86880875,4841,51.35711258128479,-0.0981089639511296,2
H83033,Ashburton Park Medical Centre,"Ashburton Park M.Practice, 416 Lower Addiscombe Road, Addiscombe, Surrey, CR0 7AG",020 37146868,3817,51.3835412,-0.0648266,1
H83034,The Whitehorse Practice,"The Whitehorse Practice, 87 Whitehorse Road, Croydon, Surrey, CR0 2JJ",020 86841162,2895,51.38668953502986,-0.0969428236997785,1
H83037,Auckland Surgery,"Auckland Surgery, 84A Auckland Road, Upper Norwood, London, SE19 2DF",020 86535146,7599,51.40952981464282,-0.0809224733626092,3
H83039,Stovell House Surgery,"188 Lower Addiscombe Road, Addiscombe, Croydon, Surrey, CR0 6AH",020 86541427,8550,51.37889952404404,-0.0753781845390474,4
H83040,Mitchley Avenue Surgery,"116 Mitchley Avenue, Sanderstead, South Croydon, Surrey, CR2 9HH",020 86576565,6658,51.32997980136498,-0.0924852420561589,3
H83042,Leander Road Surgery,"949 London Road, Thornton Heath, Surrey, CR7 6JE",020 34578727,2729,51.39945709651342,-0.1174573603995435,1
H83043,Shirley Medical Centre,"Shirley Medical Centre, 370 Wickham Rd,Shirley, Croydon, CR0 8BH",020 87772066,4607,51.37541869,-0.04375971,2
H83044,East Croydon Medical Centre,"Edridge Road Practice, Impact House,2 Eldrige Rd, Croydon, CR0 1FE",020 36574170,3458,51.375320327403784,-0.0874543734317567,1
H83049,Headley Drive Surgery,"117A Headley Drive, New Addington, Croydon, Surrey, CR0 0QL",0844 8151201,4101,51.353267673851,-0.0159457924185837,2
H83051,Thornton & Valley Park Surgery,"Thornton Road Surgery, 299 Thornton Road, Croydon, Surrey, CR0 3EW",020 82519470,12578,51.3880411,-0.12076680000000001,5
H83052,Bramley Avenue Surgery,"Bramley Avenue Surgery, 1B Bramley Avenue, Coulsdon, Surrey, CR5 2DR",020 86600193,3573,51.32326303999999,-0.141516,1
H83053,Parchmore Medical Centre,"Parchmore Medical Centre, 97 Parchmore Road, Thornton Heath, Surrey, CR7 8LY",020 82514200,15936,51.402561849651796,-0.1009577528886095,5
H83608,Brigstock Family Practice,"Brigstock Family Practice, 83 Brigstock Road, Thornton Heath, Surrey, CR7 7JH",020 86897800,12279,51.397290559698675,-0.1035588585227407,5
H83609,Mersham Medical Centre,"Mersham Medical Centre, 30 Norbury Road, Thornton Heath, Surrey, CR7 8JN",020 86531869,3333,51.40451575,-0.09692039999999999,1
H83611,Selhurst Medical Practice,"Selhurst Medical Practice, 27 Selhurst Road, South Norwood, London, SE25 5QA",020 86842010,14061,51.39001221290021,-0.0889690450427816,5
H83624,Fairview Medical Centre,"Fairview Medical Centre, 69 Fairview Road, Norbury, London, SW16 5PX",0208 7658525,9639,51.410790554292404,-0.1243543317214083,4
H83625,Broughton Corner Family Practice,"Broughton Corner Med Ctr, 87 Thornton Road, Thornton Heath, Surrey, CR7 6BH",020 86831277,5960,51.39078673206403,-0.1196099595369835,2
H83627,Birdhurst Medical Practice,"Birdhurst Med Practice, 1 Birdhurst Avenue, South Croydon, Surrey, CR2 7DX",020 86862070,13409,51.365278588771496,-0.0926134162422499,5
H83631,Greenside Medical Practice,"Greenside Surgery, 88 Greenside Road, Croydon, Surrey, CR0 3PN",020 82400072,12197,51.384774588473384,-0.1131448458061687,5
H84002,Park Road Surgery,"The Park Road Surgery, 37 Park Road, Teddington, Middlesex, TW11 0AU",020 89775481,33089,51.4236881,-0.334486,5
H84005,Parkshot Medical Richmond,"18 Parkshot, Richmond, Surrey, TW9 2RG",020 89484217,4355,51.46427265981597,-0.3024369592409394,2
H84006,Richmond Medical Group,"Sheen Lane Health Centre, 70 Sheen Lane, East Sheen, London, SW14 8LP",020 88763901,9749,51.46581312436835,-0.2671714221448442,4
H84007,The Acorn Group Practice,"The Acorn Group Practice, 29-35 Holly Road, Twickenham, Middlesex, TW1 4EA",020 88924519,8379,51.44669975,-0.32905555,3
H84010,Canbury Medical Centre,"Canbury Medical Centre, 1 Elm Road, Kingston-Upon-Thames, Surrey, KT2 6HR",020 85474270,5439,51.41427446271787,-0.2971056685156343,2
H84012,The York Medical Practice,"The York Medical Practice, St.John'S H/Ctr,Oak Lane, Twickenham, Middlesex, TW1 3PA",020 87440220,4573,51.44936900119361,-0.3256974703280055,2
H84014,Paradise Road Practice,"Paradise Road Surgery, 37 Paradise Road, Richmond Upon Thames, Surrey, TW9 1SA",020 89402423,7,51.46015198400773,-0.3013928278143521,1
H84015,Brunswick Surgery,"Brunswick Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey, KT6 6EZ",020 83907118,4246,51.39077035199356,-0.2995387693234589,2
H84016,The Groves Medical Centre,"The Groves Medical Centre, 171 Clarence Avenue, New Malden, Surrey, KT3 3TX",020 83366565,2206,51.4105115,-0.26138920000000004,1
H84017,Seymour House And Lock Road Surgery,"Seymour House Surgery, 154 Sheen Road, Richmond, Surrey, TW9 1UU",020 89402802,4159,51.46228995943721,-0.2945464461243511,2
H84018,Broad Lane Surgery,"71 Broad Lane, Hampton, Middlesex, TW12 3AX",020 89795406,2896,51.42287353306981,-0.3681471119843158,1
H84020,Fairhill Medical Practice,"Fairhill Medical Practice, 81 Kingston Hill, Kingston-Upon-Thames, Surrey, KT2 7PX",020 85461407,6699,51.41669517564546,-0.2832623399318436,3
H84023,Essex House Surgery,"Essex House, Station Road, Barnes, London, SW13 0LW",020 88761033,2623,51.47256680316677,-0.2473946207547456,1
H84025,Hook Surgery,"Hook Surg,Merritt Med Ctr, Merritt Gardens, Chessington, Surrey, KT9 2GY",020 83976361,1926,51.35862490166914,-0.3120646422022788,1
H84027,Churchill Medical Centre,"The Churchill Med Ctr, Clifton Road, Kingston-Upon-Thames, Surrey, KT2 6PG",020 37272230,2430,51.41338840841792,-0.2882141891174357,1
H84030,Central Surgery,"Central Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey, KT6 6EZ",020 83996622,2741,51.39077035199356,-0.2995387693234589,1
H84031,Jubilee Surgery,"Whitton Corner H&Scc, Percy Road, Whitton, Middlesex, TW2 6JL",020 34585400,2161,51.44507270290836,-0.361484742544475,1
H84032,Hampton Wick Surgery,"Hampton Wick Surgery, 26 Upper Teddington Road, Hampton Wick, Surrey, KT1 4DY",020 89772638,3126,51.415592442406854,-0.3130829086609112,1
H84033,St Albans Medical Centre,"212 Richmond Road, Kingston-Upon-Thames, Surrey, KT2 5HF",020 85460400,17072,51.4219498794008,-0.3024787091418233,5
H84034,The Orchard Practice,"Gosbury Hill Health Ctr., Orchard Gardens, Chessington, Surrey, KT9 1AG",020 83979494,9717,51.36911639421341,-0.3035425098341307,4
H84039,Cross Deep Surgery,"Cross Deep Surg & Med Ctr, 4 Cross Deep, Twickenham, Middlesex, TW1 4QP",020 88928124,13454,51.44502731109296,-0.3301693595264944,5
H84040,Hampton Medical Centre,"Hampton Medical Centre, Lansdowne, 49A Priory Rd, Hampton, Middlesex, TW12 2PB",020 89795150,20931,51.41841315337429,-0.3726636373021839,5
H84041,The Vineyard Surgery,"The Vineyard Surgery, 35 The Vineyard, Richmond, Surrey, TW10 6PP",020 89480404,14887,51.4581705,-0.3010399,5
H84042,Holmwood Corner Surgery,"Holmwood Corner Surgery, 134 Malden Road, New Malden, Surrey, KT3 6DR",020 89420066,12644,51.39755660164925,-0.2549511911753007,5
H84044,The Green & Fir Road,"The Green Surgery, 1B The Green, Twickenham, Middlesex, TW2 5TU",020 88946870,6696,51.443127148236606,-0.3414521791957447,3
H84048,Twickenham Park Surgery,"Twickenham Park Surgery, 17 Rosslyn Road, Twickenham, Middlesex, TW1 2AR",020 88921991,9313,51.4552424,-0.3125611,4
H84050,Chessington Park Surgery,"Merritt Medical Centre, Merritt Gardens, Chessington, Surrey, KT9 2GY",020 87391977,11377,51.35862490166914,-0.3120646422022788,4
H84051,Roselawn,"Roselawn, 149 Malden Road, New Malden, Surrey, KT3 6AA",020 89490555,4505,51.397181264211476,-0.2557129903810582,2
H84053,Berrylands Surgery,"Berrylands Surgery, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey, KT6 6EZ",020 83996362,10544,51.39077035199356,-0.2995387693234589,4
H84054,Red Lion Road Surgery,"Red Lion Road Surgery, 1A Red Lion Road, Tolworth, Surbiton, Surrey, KT6 7QG",020 83991779,12621,51.381610345927896,-0.2901616564832356,5
H84055,Dr Johnson And Partners,"Sheen Lane Health Centre, 70 Sheen Lane, East Sheen, London, SW14 8LP",020 88764086,8129,51.46581312436835,-0.2671714221448442,3
H84057,Staines Road Surgery,"Staines Rd Medical Centre, 325 Staines Road, Twickenham, Middlesex, TW2 5AU",020 88942722,8043,51.43954697967451,-0.3586544332916492,3
H84059,Thameside Medical Practice,"Thameside Medical Pract, Thames House, 180 High St, Teddington, Middlesex, TW11 8HU",020 86144930,9037,51.427464483765256,-0.3262136115459069,4
H84060,Richmond Lock Surgery,"Richmond Lock Surgery, 300 St Margaret'S Road, Twickenham, Middlesex, TW1 1PS",020 88922543,3005,51.46450140679604,-0.3228825739415297,1
H84061,Kingston Health Centre,"Kingston Health Centre, 10 Skerne Road, Kingston Upon Thames, Surrey, KT2 5AD",020 85494747,2988,51.414188378750104,-0.3048945344024474,1
H84062,Langley Medical Practice,"Langley Medical Practice, Surbiton Hth Ctr,Ewell Rd, Surbiton, Surrey, KT6 6EZ",020 83909996,1530,51.39077035199356,-0.2995387693234589,1
H84618,Sunray Surgery,"Sunray Surgery, 97 Warren Drive South, Tolworth,Surbiton, Surrey, KT5 9QD",020 83304056,7239,51.38264460806429,-0.2748326869867162,3
H84619,Claremont Medical Centre,"Claremont Medical Centre, 2A Glenbuck Road, Surbiton, Surrey, KT6 6BS",020 83993516,20617,51.3908751807165,-0.3071331382942956,5
H84623,Hampton Hill Medical Centre,"Hampton Hill Med Centre, 94-102 High Street, Hampton Hill, Middlesex, TW12 1NY",020 89770043,11057,51.427015371957616,-0.3554263279514292,4
H84625,Woodlawn Medical Centre,"Woodlawn Medical Centre, 19 Powder Mill Lane, Whitton, TW2 6EE",020 88944242,11650,51.444443700322246,-0.3666732541280624,5
H84629,Village Surgery,"The Village Surgery, 157 High Street, New Malden, Surrey, KT3 4BH",020 89420094,17970,51.39945023333333,-0.2558396666666667,5
H84630,Crane Park Surgery,"1St Fl Whitton Ch & Scc, Percy Road, Whitton, Middlesex, TW2 6JL",020 34585300,13911,51.44507270290836,-0.361484742544475,5
H84635,Manor Drive Medical Centre,"Manor Drive Medical Ctr, 3 The Manor Drive, Worcester Park, Surrey, KT4 7LG",020 83299920,11638,51.38078649915172,-0.2483896167136275,5
H84639,Kew Medical Practice,"Kew Medical Practice, 14 High Park Rd, Kew, Richmond, Surrey, TW9 4BH",020 84878292,16371,51.4758078,-0.2828804999999997,5
H85001,Wandsworth Medical Centre,"Wandsworth Medical Centre, 90-92 Garratt Lane, Wandsworth, London, SW18 4DD",020 30062741,10309,51.4536675,-0.1921071,4
H85002,The Falcon Road Medical Centre,"The Falcon Road Med.Ctr., 47 Falcon Road, Battersea, London, SW11 2PH",020 72281619,4471,51.46888736,-0.1708625399999999,2
H85003,Queenstown Road Medical Practice,"Queenstown Road Med.Pract, 14 Queenstown Road, Battersea, London, SW8 3RX",020 76229295,14832,51.46713629999999,-0.1504033333333333,5
H85005,Trinity Medical Centre,"The Trinity Medical Ctr, 278-280 Balham High Road, Balham, London, SW17 7AL",020 86723331,6381,51.43755354471532,-0.1584373165658188,3
H85006,Mayfield Surgery,"Mayfield Surgery, 246 Roehampton Lane, Roehampton, London, SW15 4AA",020 87805770,7508,51.448265562159214,-0.2375335109528079,3
H85007,Dr Kooner And Partners,"Southfields Group Prac, 492 Merton Road, Wandsworth, London, SW18 5AE",020 88755429,6881,51.441714265745716,-0.1975962538992518,3
H85008,The Roehampton Surgery,"191 Roehampton Lane, Roehampton, London, SW15 4HN",020 87881188,12166,51.45115373288373,-0.2424308071120861,5
H85009,Bedford Hill Family Practice,"Bedford Hill Family Pract, 120 Bedford Hill, Balham, London, SW12 9HS",020 86731720,12955,51.44082381334543,-0.1489980806492369,5
H85011,The Greyswood Practice,"The Greyswood Practice, 66 Eastwood Street, Streatham, London, SW16 6PX",020 87690845,7990,51.419488987745005,-0.1448529094368417,3
H85012,Putneymead Group Medical Practice,"Putneymead Group Med Prac, 266 Upper Richmond Road, Putney, London, SW15 6TQ",020 87880686,5371,51.461784911197746,-0.2203642998531953,2
H85018,The Surgery - 48 Mulgrave Road,"Mulgrave Road Surgery, 48 Mulgrave Road, Sutton, Surrey, SM2 6LX",020 84073600,8087,51.35832515363017,-0.1964540798425285,3
H85020,The Nelson Medical Practice,"The Nelson Medical Pract, Kingston Road, London, SW20 8DA",020 38260826,3992,51.41046097500914,-0.20926018233586,1
H85021,The Chesser Surgery,"The Chesser Surgery, 121 Wrythe Lane, Carshalton, Surrey, SM5 2RT",020 86442727,11660,51.37524310000001,-0.17732910000000002,5
H85022,Park Road Medical Centre,"Park Road Medical Centre, Walpole Court, 1A Park Rd, Wallington, Surrey, SM6 8AW",020 86474485,9305,51.3634531,-0.1509251,4
H85023,Bishopsford Road Surgery,"Bishopsford Road Surgery, 191 Bishopsford Road, Morden, Surrey, SM4 6BH",020 86483187,3374,51.38809407969568,-0.18138594399767305,1
H85024,The Mitcham Medical Centre.,"The Mitcham Medical Ctr., 81 Haslemere Avenue, Mitcham, Surrey, CR4 3PR",020 86483234,3634,51.40732406763998,-0.1817088902228889,1
H85025,The Wrythe Green Surgery,"The Wrythe Green Surgery, Wrythe Lane, Nr Wrythe Green, Carshalton,Surrey, SM5 2RE",020 86693232,5584,51.37182376666667,-0.1713616666666666,2
H85026,Francis Grove Surgery,"Francis Grove Surgery, 8 Francis Grove, Wimbledon, London, SW19 4DL",020 89715640,1342,51.4198012475235,-0.2090546665511585,1
H85027,Wimbledon Village Practice,"35A High Street, Wimbledon, London, SW19 5BY",020 89464820,5845,51.4252505,-0.21889829999999996,2
H85028,Wimbledon Medical Practice,"Patrick Doody Health Cent, 79 Pelham Road, Wimbledon, London, SW19 1NX",020 85422827,5815,51.4175604,-0.1981951,2
H85029,Wide Way Medical Centre,"Wide Way Medical Centre, Wide Way, Mitcham, Surrey, CR4 1BP",020 86231300,6587,51.40252846414478,-0.1345570781712793,3
H85030,The Old Court House Surgery,"Old Court House Surgery, 4 Throwley Way, Sutton, Surrey, SM1 4AF",020 86435139,9441,51.363565138884795,-0.1921189037502944,4
H85031,Benhill & Belmont Practice,"54 Benhill Avenue, Sutton, Surrey, SM1 4EB",020 86428011,12455,51.3666331,-0.1902786,5
H85032,Carshalton Fields Surgery,"11 Crichton Road, Carshalton Beeches, Surrey, SM5 3LS",020 86433030,5181,51.35531619085138,-0.1687889218769991,2
H85033,Tamworth House Medical Centre.,"Tamworth House Med.Ctr., 341 Tamworth Lane, Mitcham, Surrey, CR4 1DL",020 87642666,29507,51.40151280833869,-0.1458179084903737,5
H85035,Rowans Surgery,"The Rowans Surgery, 1 Windermere Road, London, SW16 5HF",020 87640407,15228,51.4107196,-0.1396345,5
H85037,Morden Hall Medical Centre,"Morden Hall Medical Ctre, 256 Morden Road, London, SW19 3DA",020 85400585,5928,51.40441679999999,-0.19197089999999997,2
H85038,Cricket Green Medical Practice,"75-79 Miles Road, Mitcham, Surrey, CR4 3DA",020 86480822,14617,51.4046631662969,-0.1734344496291155,5
H85041,Earlsfield Surgery,"Earlsfield Surgery, 2-4 Steerforth Street, London, SW18 4HH",020 89465681,4645,51.4386629,-0.1873741,2
H85045,Bridge Lane Group Practice,"Bridge Lane Group Pract., Bridge Lane Health Centre, 20 Bridge Lane, Battersea, London, SW11 3AD",020 35380882,8260,51.47414112638493,-0.1674183831007397,3
H85047,Chatfield Medical Centre,"Chatfield Medical Centre, Chatfield Road, Battersea, London, SW11 3UJ",020 37640822,18763,51.465863253943795,-0.1821326790529812,5
H85048,Brocklebank Group Practice,"Brocklebank Group Prac, 249 Garratt Lane, Wandsworth, London, SW18 4DU",020 38188270,13034,51.44859784674714,-0.1891220066896827,5
H85049,Battersea Rise Group Practice,"Battersea Rise Group Prac, 17 Battersea Rise, Battersea, London, SW11 1HG",020 72280195,8477,51.460839457338416,-0.1631781925464537,4
H85051,Lambton Road Medical Practice,"Lambton Road Medical Prac, 1 Lambton Rd, Raynes Park, Wimbledon, London, SW20 0LW",020 38835900,8679,51.41160705754707,-0.2311951128241052,4
